,name,online_order,book_table,rate,votes,location,rest_type,cuisines,type,city,review_sentimen
23057,Natural Ice Cream,0,0,4.3,425,3,1,2,3,12,3.0
23058,WAFL,1,0,4.0,41,3,1,4,3,12,3.0
23059,Cold Stone Creamery,1,0,3.9,101,3,1,2,3,12,3.0
23060,Bake-ooh,0,0,3.7,17,3,2,1,3,12,3.0
23061,Krispy Kreme,1,0,3.7,14,3,1,2,3,12,1.0
23062,Smoor,1,0,3.6,17,3,1,3,3,12,3.0
23063,L J Iyengar Bakery,0,0,3.2,6,3,1,1,3,12,3.0
23064,Nandhana Mithai,0,0,3.700448817952718,0,3,1,2,3,12,0.0
23065,Lyengar's Cakes N Cookies,1,0,3.700448817952718,0,3,1,2,3,12,4.0
23066,Sweet Chariot,1,0,2.8,25,3,1,2,3,12,3.0
23067,The French Loaf,1,0,2.9,25,3,2,3,3,12,3.0
23068,Bikaneri Sweets,1,0,3.4,19,3,1,2,3,12,3.0
23069,Ooty Dreams,0,0,3.700448817952718,0,3,1,2,3,12,0.0
23070,Cakeport,1,0,3.700448817952718,0,3,1,1,3,12,3.0
23071,Antilla Aromas,1,0,3.7,20,3,1,2,3,12,3.0
23072,Iyengar's Cakes and Cookies,0,0,3.700448817952718,0,3,1,1,3,12,0.0
23073,Mist n Creams,0,0,3.6,10,3,1,1,3,12,4.0
23074,Chocolate Junction,0,0,3.700448817952718,0,3,1,1,3,12,0.0
23075,Orchard Fresh,0,0,3.700448817952718,0,3,1,2,3,12,3.0
23076,Rock On Rolls & Parathas,0,0,3.700448817952718,0,3,1,1,3,12,0.0
23077,Cafe Choco Craze,0,0,3.7,9,3,1,3,3,12,3.0
23078,Squeez Juice Bars,0,0,3.1,9,3,1,2,3,12,3.0
23079,The Sandesh Factory,0,0,3.2,4,3,1,2,3,12,0.0
23080,Kopper Pot,0,0,3.700448817952718,0,3,1,1,3,12,0.0
23081,Smooth,0,0,3.700448817952718,0,3,1,2,3,12,0.0
23082,Cookie Man,1,0,3.700448817952718,0,3,1,1,3,12,0.0
23083,Oven Fresh,0,0,3.700448817952718,0,3,1,2,3,12,0.0
23084,Mad Over Donuts,1,0,3.700448817952718,0,3,1,3,3,12,3.0
23085,Milano Ice Cream,0,0,4.5,208,32,1,2,3,12,3.0
23086,Thyme & Whisk,1,0,3.9,74,32,1,4,3,12,3.0
23087,Corner House Ice Cream,1,0,4.4,825,32,1,2,3,12,3.0
23088,Tempteys,1,0,4.2,249,0,2,1,3,12,1.0
23089,Bubblewrap Waffle Co.,1,0,4.4,359,32,1,2,3,12,3.0
23090,Desi Rasoi,1,1,3.8,362,32,1,4,3,12,3.0
23091,Ice Cream Works,1,0,4.1,193,32,1,2,3,12,3.0
23092,The Ganache Factory,0,0,4.2,127,32,1,2,3,12,3.0
23093,Starbucks,0,0,4.1,108,32,1,2,3,12,3.0
23094,Shri Ram Sweet Centre,0,0,4.0,160,0,2,2,3,12,3.0
23095,Waffle Stories,1,0,4.0,71,0,1,2,3,12,3.0
23096,Iyengar Bakery,1,0,3.7,28,32,2,4,3,12,4.0
23097,Bun Town,1,0,4.0,204,0,2,2,3,12,3.0
23098,Healthy Bakes 'n' Brew,1,0,3.700448817952718,0,32,1,1,3,12,0.0
23099,Tummy Fuel,1,0,4.2,450,32,1,3,3,12,3.0
23100,Bakers77,1,0,4.0,37,32,2,2,3,12,3.0
23101,Warm Oven,1,0,3.9,34,0,1,2,3,12,3.0
23102,LayerBite,1,0,3.8,10,0,1,3,3,12,3.0
23103,Ibaco,1,0,4.0,129,32,1,1,3,12,3.0
23104,Baker's Glove,1,0,3.4,8,32,2,2,3,12,3.0
23105,Ice Stone Creamery,1,0,3.7,42,32,1,2,3,12,3.0
23106,Sri Venkateshwara Sweet Meat Stall,0,0,4.1,201,32,1,1,3,12,3.0
23107,Bunny Bakers,0,0,3.6,31,32,1,2,3,12,3.0
23108,Sri Devi Baker's,0,0,3.9,41,0,2,2,3,12,1.0
23109,Juice Shop,1,0,3.6,22,0,2,3,3,12,1.0
23110,BTM Cakes,1,0,3.3,8,0,1,2,3,12,3.0
23111,Freeze It,1,0,3.6,6,0,1,1,3,12,3.0
23112,Divina - Eden Park Restaurants,0,0,4.0,147,32,1,1,3,12,3.0
23113,Lakshmi Sweets,0,0,3.700448817952718,0,32,1,1,3,12,0.0
23114,Shagun Sweets & Foods,1,0,3.5,221,0,2,4,3,12,3.0
23115,Jodhpur Sweets,0,0,2.9,10,32,1,3,3,12,3.0
23116,Fudge,1,0,3.2,12,32,1,2,3,12,3.0
23117,Cake Chemistry,1,0,3.700448817952718,0,32,1,2,3,12,0.0
23118,Fitbakes,0,0,3.6,13,32,1,2,3,12,4.0
23119,Bangali Babu Restaurant,0,0,3.700448817952718,0,0,1,3,3,12,3.0
23120,Gelato Pazzo,0,0,3.8,47,0,1,1,3,12,3.0
23121,A1 Express,0,0,3.700448817952718,0,32,1,1,3,12,0.0
23122,Wow Lassi House,0,0,3.700448817952718,0,0,1,2,3,12,0.0
23123,Kulfreeze,0,0,3.9,16,32,1,2,3,12,3.0
23124,Adiga Sweets,0,0,3.700448817952718,0,32,1,2,3,12,0.0
23125,Juice And Joy,0,0,3.700448817952718,0,32,2,2,3,12,1.0
23126,World Of Sweets And Cakes,0,0,3.700448817952718,0,32,2,2,3,12,0.0
23127,Heritage Cafe,1,0,3.6,11,32,1,2,3,12,3.0
23128,Pabrai's Fresh and Naturelle Icecreams,0,0,3.7,118,0,1,2,3,12,3.0
23129,Shri Lakshami Venkateshwara Iyengar's Bakery,0,0,3.5,11,49,2,1,3,12,3.0
23130,Shree Maruthi Sweets,0,0,3.2,4,49,1,2,3,12,3.0
23131,Watheen Nuts,0,0,3.700448817952718,0,0,2,1,3,12,0.0
23132,Mother Nature Kulfi,0,0,3.6,10,32,1,2,3,12,3.0
23133,Dessi Cuppa,0,0,3.700448817952718,0,49,1,1,3,12,0.0
23134,Cafe Coffee Day,0,0,3.5,7,32,1,2,3,12,3.0
23135,Sofiya Cakes,0,0,3.700448817952718,0,0,1,2,3,12,4.0
23136,Candy Cake,0,0,3.700448817952718,0,32,1,1,3,12,4.0
23137,The Table,0,0,3.700448817952718,0,32,1,2,3,12,0.0
23138,Sree Balaji Sweets Shop,0,0,3.700448817952718,0,22,1,2,3,12,0.0
23139,Mumbai Kulfi,1,0,3.700448817952718,0,56,1,2,3,12,2.0
23140,Rock Stone Ice Cream Factory,1,0,4.0,130,0,1,1,3,12,3.0
23141,Pop Hop,1,0,4.1,205,32,1,2,3,12,3.0
23142,Crumb Together,1,1,4.1,590,29,2,4,4,12,3.0
23143,The Pump House,0,0,4.3,680,29,1,2,4,12,3.0
23144,Brahma Brews,0,1,3.700448817952718,0,29,2,5,4,12,3.0
23145,Levitate Brewery and Kitchen,0,1,3.700448817952718,0,29,2,3,4,12,3.0
23146,Hakuna Matata,0,0,4.5,2800,29,2,4,4,12,3.0
23147,Barbeque Nation,0,1,4.7,3855,29,1,5,4,12,3.0
23148,Sattvam,0,0,4.3,357,29,1,2,4,12,3.0
23149,Brewsky,1,1,4.3,4321,29,1,2,4,12,3.0
23150,Village - The Soul of India,0,1,4.1,2461,29,1,4,4,12,3.0
23151,Three Dots & A Dash,0,1,4.3,1209,29,2,2,4,12,3.0
23152,Hunger Camp,0,1,4.6,324,29,1,4,4,12,3.0
23153,Kesariya,0,1,4.2,1216,29,1,1,4,12,3.0
23154,Stories,1,1,4.2,2206,29,2,4,4,12,3.0
23155,24th Main,0,1,4.1,1239,29,1,3,4,12,3.0
23156,55 Wall Street,0,1,3.9,1779,29,1,3,4,12,3.0
23157,Le Arabia,1,0,3.700448817952718,0,29,1,2,4,12,3.0
23158,Chulha Chauki Da Dhaba,1,0,4.3,2420,29,1,1,4,12,3.0
23159,Zaitoon,1,1,4.1,1547,29,1,5,4,12,3.0
23160,1441 Pizzeria,1,0,4.1,138,29,1,2,4,12,4.0
23161,The Underpass Pub & Grub,0,1,4.0,720,29,2,4,4,12,3.0
23162,Paradise,1,0,4.0,1986,29,1,3,4,12,3.0
23163,Checkpost,1,0,4.1,956,29,1,4,4,12,3.0
23164,Baba Chatkora,0,0,3.700448817952718,0,29,1,1,4,12,3.0
23165,Mani's Dum Biryani,1,0,4.2,380,29,1,2,4,12,3.0
23166,Bottle Breacher,0,1,4.1,1195,29,2,2,4,12,3.0
23167,Two Friends Cauldron,1,1,4.1,459,29,1,3,4,12,3.0
23168,Nandhana Palace,0,1,4.3,1079,29,2,4,4,12,3.0
23169,The Coastal Crew by Fujian on 24th,1,1,4.2,1033,29,2,5,4,12,3.0
23170,Rajdhani Thali Restaurant,1,1,3.9,887,29,1,1,4,12,3.0
23171,Dr. Sheesha,0,1,4.1,1445,29,1,4,4,12,3.0
23172,Nourich,1,1,3.700448817952718,0,29,1,6,4,12,3.0
23173,Tandoor And Spice,1,0,4.0,181,29,1,4,4,12,3.0
23174,Watson's,1,1,4.0,1016,29,2,3,4,12,3.0
23175,Karavali Grand,1,1,3.700448817952718,0,29,1,2,4,12,3.0
23176,Churchill's,1,1,4.1,1405,29,2,2,4,12,3.0
23177,Skyline Pizzeria,0,0,3.9,764,29,2,3,4,12,3.0
23178,The Chervil,1,0,4.1,232,29,1,2,4,12,3.0
23179,Mango Greens,0,1,3.9,48,29,1,3,4,12,3.0
23180,Andhra Ruchulu,1,1,4.2,1432,29,1,2,4,12,3.0
23181,Mango Tree- The Beer Garden,1,1,4.1,1322,29,1,3,4,12,3.0
23182,Caffe Pascucci,1,1,4.0,790,29,1,3,4,12,3.0
23183,Casa Piccosa,1,1,4.1,847,29,2,3,4,12,3.0
23184,Nandhini Paradise,0,0,3.8,919,29,1,1,4,12,4.0
23185,D View Cafe,1,0,4.0,510,29,2,4,4,12,1.0
23186,Oye Amritsar,1,1,3.8,763,29,1,1,4,12,3.0
23187,Machali Port,1,0,3.9,34,29,1,3,4,12,3.0
23188,Melt - Eden Park,1,1,4.0,347,29,1,5,4,12,3.0
23189,Mockaholic Restro Beer Cafe,1,0,3.9,914,29,1,4,4,12,3.0
23190,Mandi,1,1,3.8,561,29,1,1,4,12,3.0
23191,Vaathsalya Millet Cafe,1,1,4.1,294,29,1,2,4,12,3.0
23192,Oogway Express,1,0,3.9,349,29,1,3,4,12,3.0
23193,The Egg Factory,1,0,4.0,1310,29,1,2,4,12,3.0
23194,Zhang's - Chinese Restaurant,1,0,4.1,589,29,1,2,4,12,3.0
23195,Coastal Mama,0,1,4.1,468,29,1,4,4,12,3.0
23196,The Jade Kitchen,1,0,4.0,118,29,1,2,4,12,3.0
23197,Parkview,0,0,4.0,130,29,1,3,4,12,3.0
23198,Namma Kudla,1,0,4.0,200,29,1,4,4,12,3.0
23199,Starbucks,0,0,4.2,386,29,1,2,4,12,3.0
23200,Shanghai Court,1,0,4.1,181,29,1,2,4,12,3.0
23201,Kakal-Kai Ruchi,1,0,3.7,218,29,1,3,4,12,3.0
23202,Waah Biryani,0,0,3.8,117,29,1,3,4,12,3.0
23203,Danapani,0,0,3.8,59,29,1,3,4,12,3.0
23204,Inchara,0,0,3.7,536,29,1,3,4,12,3.0
23205,Kabab Mehal,0,0,3.8,234,29,1,4,4,12,3.0
23206,Adithya,1,0,4.0,180,29,1,3,4,12,3.0
23207,Blytons,0,0,3.700448817952718,0,23,1,1,4,12,3.0
23208,Bikaner Jn,1,0,3.9,85,29,1,1,4,12,3.0
23209,Mudpipe Cafe,1,1,3.9,728,29,1,3,4,12,3.0
23210,Anjappar,0,0,3.1,97,29,1,2,4,12,1.0
23211,Pallavi North Indian Veg Restaurant,0,0,3.7,246,29,1,3,4,12,3.0
23212,Sri Lakshmi Curries & Pickles,0,0,2.9,60,29,1,2,4,12,1.0
23213,Drunken Monkey,1,0,3.7,125,29,2,2,4,12,1.0
23214,Bhojohori Manna,1,0,3.7,666,29,1,2,4,12,3.0
23215,Crave Bit Cafe,0,0,3.700448817952718,0,29,1,1,4,12,3.0
23216,Nouvelle Garden,0,0,3.7,203,29,1,3,4,12,3.0
23217,TAB - Take A Break,0,0,4.1,522,29,1,3,4,12,3.0
23218,Chatori Gali,0,0,2.9,51,29,1,2,4,12,3.0
23219,Swathi Restaurant,1,0,3.8,49,29,1,3,4,12,3.0
23220,Brundhavana Pure Veg,1,0,3.7,98,29,1,4,4,12,0.0
23221,Beijing Bites,0,0,4.0,99,29,1,2,4,12,3.0
23222,The Punjabi Rasoi,0,0,3.700448817952718,0,29,1,1,4,12,3.0
23223,Gujrati Mess,1,0,3.6,18,29,1,1,4,12,3.0
23224,Onesta,1,1,4.4,4410,29,2,3,4,12,3.0
23225,Royal Chef Naati Oota,0,0,4.0,194,29,1,3,4,12,3.0
23226,Shanthi Sagar,1,0,3.6,519,29,1,3,4,12,3.0
23227,White Horse,0,0,3.8,179,29,1,3,4,12,3.0
23228,Spice Code,0,1,3.9,165,29,1,4,4,12,3.0
23229,Cafe Potpourri,1,0,3.7,132,29,1,5,4,12,3.0
23230,Crafted Plate,1,1,4.2,239,29,2,6,4,12,3.0
23231,Coconut Grove,0,0,3.4,97,29,2,4,4,12,3.0
23232,Woody's,1,0,2.6,208,29,1,3,4,12,3.0
23233,Flow - Terrace Bar & Grill,0,0,3.8,82,29,2,4,4,12,3.0
23235,De Oxford Cafe,0,0,3.7,34,29,1,3,4,12,3.0
23236,Funky Punjab,1,0,3.9,410,29,1,2,4,12,3.0
23237,Vinaya Coffee Moments,1,0,3.8,46,29,1,5,4,12,3.0
23238,Dakshin Food Palace,1,0,3.7,43,29,1,3,4,12,3.0
23239,New Kabab Zone,1,0,2.9,51,29,1,2,4,12,3.0
23240,Brew Point,1,0,3.6,10,29,1,5,4,12,1.0
23241,The Onyx - The HHI Select Bengaluru,0,0,3.3,177,29,1,3,4,12,3.0
23242,Gam's Delicacy,0,0,3.2,6,29,1,3,4,12,0.0
23243,Re Malnad Nati Style Hotel,1,0,3.6,16,29,1,1,4,12,4.0
23244,The Kitchen,1,0,3.700448817952718,0,29,1,3,4,12,0.0
23245,Sampoorna,1,0,3.6,70,29,1,2,4,12,3.0
23246,Spice Up,1,0,3.8,146,29,1,1,4,12,3.0
23247,Jaganath Restaurant And Hotel,0,0,3.2,8,29,1,1,4,12,3.0
23248,Beach Hut,0,0,3.5,134,29,1,2,4,12,3.0
23249,Kaizen Wellness Kitchen,1,0,3.7,37,29,1,3,4,12,3.0
23250,Delhi Ke Bawarchi,0,0,4.0,88,29,1,3,4,12,3.0
23251,Venkateshwara Sweets and Restaurant,0,0,3.6,41,29,2,4,4,12,3.0
23252,Zeeshan,1,0,3.1,320,29,1,4,4,12,3.0
23253,The Cravery,1,0,2.6,18,29,1,1,4,12,1.0
23254,Sambram Biriyani Paradise,1,0,3.6,96,29,1,3,4,12,4.0
23255,Thayee Touch,0,0,3.6,30,29,1,3,4,12,1.0
23256,Cuppa,0,0,3.4,48,29,1,2,4,12,3.0
23257,The Pavillion,0,0,2.7,43,29,1,4,4,12,1.0
23258,Wangs Kitchen,1,0,2.8,39,29,1,1,4,12,1.0
23259,Eat Repeat Express,1,0,3.2,20,29,1,5,4,12,1.0
23260,Empire Restaurant,1,0,4.1,2402,29,1,4,4,12,3.0
23261,Mast Kalandar,0,0,2.3,176,29,1,1,4,12,1.0
23262,"Malnad Blossom, Coffee & Cream",0,0,3.8,33,29,1,1,4,12,3.0
23263,Kakal Kai Ruchi,0,0,3.9,30,29,1,3,4,12,3.0
23264,Kamat Swaad,0,0,3.9,194,29,1,3,4,12,3.0
23265,Cafe Coffee Day,1,0,3.1,34,29,1,2,4,12,3.0
23266,New Prashanth Hotel,1,0,3.0,64,29,1,4,4,12,3.0
23267,Deccan Spice,0,0,3.5,65,29,1,3,4,12,3.0
23268,NEW SUNRISE RESTAURANTS,0,0,2.7,39,29,1,3,4,12,3.0
23269,Turquoise,0,0,2.8,56,29,1,1,4,12,3.0
23270,The Brew - Aurick Boutique Hotel,0,0,3.1,16,29,1,4,4,12,3.0
23271,The Maori - Aurick Boutique Hotel,0,0,3.5,44,29,1,2,4,12,3.0
23272,Anju's Cafe,0,0,3.4,6,29,1,2,4,12,3.0
23273,Andhra Grills,0,0,3.0,55,29,1,3,4,12,3.0
23274,Targaryen's Kitchen,0,0,3.6,25,29,1,3,4,12,3.0
23275,Eagle Bar & Restaurant,0,0,3.1,14,29,2,2,4,12,1.0
23276,Sea Horse,0,0,3.4,9,29,1,4,4,12,1.0
23277,Durbari Restaurant,0,0,3.2,4,29,1,3,4,12,3.0
23278,New Nandan Family Restaurant,0,0,3.700448817952718,0,29,1,4,4,12,3.0
23279,New Nandan Family Restaurant,0,0,3.700448817952718,0,29,1,4,4,12,0.0
23280,Chung Wah Opus,1,0,3.0,57,29,1,2,4,12,3.0
23282,Petoo,0,0,3.7,48,29,1,3,4,12,3.0
23283,North Indian Mess,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23284,SV Juice Corner,0,0,3.3,6,29,1,2,4,12,4.0
23285,Zyksha,0,0,3.4,9,80,1,1,4,12,3.0
23286,Hotel Ambara,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23287,Best Biryani,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23288,Pizza Hut,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23289,Juice Buzz,0,0,3.1,10,29,1,1,4,12,3.0
23290,Magic Masala,0,0,3.700448817952718,0,29,1,3,4,12,4.0
23291,Sambram,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23292,Tandoor Dum,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23293,Henchina Mane Restaurant & Bar,0,0,3.700448817952718,0,29,2,2,4,12,0.0
23294,Birthday Buddy,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23295,Targaryen's Kitchen,1,0,3.6,43,29,1,3,4,12,3.0
23297,Skytouch Le Cafe,1,0,3.7,127,29,1,3,4,12,1.0
23298,Thirsty Tiger,0,1,3.5,54,29,2,2,4,12,3.0
23299,Pizza Hut,1,0,3.9,185,29,1,2,4,12,3.0
23300,Aditya Uphar,0,0,3.5,30,29,1,3,4,12,3.0
23301,Sri Krishna Sagar,0,0,3.0,54,29,1,4,4,12,3.0
23302,Woodee Pizza,1,0,2.7,85,29,1,4,4,12,3.0
23303,Cafe Mist,1,0,3.8,187,29,1,4,4,12,3.0
23304,Amritsari Kulcha Land,1,0,4.0,260,29,1,1,4,12,3.0
23305,Aramane Donne Biryani,1,0,3.700448817952718,0,29,1,2,4,12,0.0
23306,Mavalli Tiffin Room (MTR),0,0,4.1,873,29,1,1,4,12,3.0
23307,California Burrito,0,0,4.1,98,29,1,2,4,12,3.0
23308,Cheesiano Pizza,1,1,4.0,205,29,1,2,4,12,3.0
23309,Bohra Bohra CafÃÂÃÂÃÂÃÂ©,1,0,3.6,49,29,1,1,4,12,3.0
23310,KFC,0,0,3.9,440,29,1,2,4,12,3.0
23311,Momo Jojo,1,0,4.3,539,29,1,3,4,12,3.0
23312,The Hunger Room,1,0,3.9,37,29,1,6,4,12,3.0
23313,The Paratha Stories,1,0,3.700448817952718,0,29,1,1,4,12,3.0
23314,Maa'r Rannaghor,1,0,3.8,22,29,1,2,4,12,1.0
23315,Wudfyr,1,0,3.700448817952718,0,29,1,4,4,12,3.0
23316,Pizza Paradise,1,0,3.6,60,29,1,1,4,12,3.0
23317,Dakshin Cafe,1,0,4.1,140,29,1,1,4,12,3.0
23318,Tasty Bites,1,0,3.8,217,29,1,1,4,12,3.0
23319,Faasos,1,0,3.9,313,29,1,3,4,12,3.0
23320,McDonald's,1,0,3.8,184,29,1,2,4,12,3.0
23321,Tandoor Chai House,1,0,3.5,7,29,1,4,4,12,3.0
23322,Domino's Pizza,1,0,4.0,319,29,1,2,4,12,3.0
23323,Sri Rajasthani Foods,1,0,3.6,10,29,1,2,4,12,3.0
23324,Namma Banashankari Donne Biryani,1,0,4.0,99,29,1,2,4,12,1.0
23325,Potu's kitchen,0,0,3.700448817952718,0,29,1,4,4,12,3.0
23326,Peat & Fire,0,0,3.700448817952718,0,29,1,1,4,12,3.0
23327,Sri Raghavendra Davanagere Benne Dose Hotel,0,0,4.0,36,29,1,1,4,12,3.0
23328,Biggies Burger 'n' More,1,0,4.1,206,29,2,3,4,12,3.0
23329,Marenahalli Donne Biriyani,1,0,3.9,261,29,1,2,4,12,3.0
23330,B.M.W Bhookh Mitaane Wala,1,0,3.6,12,29,1,3,4,12,3.0
23331,Five Star Chicken,0,0,3.3,5,29,1,2,4,12,0.0
23332,The Foodyz,1,0,3.7,43,29,1,2,4,12,3.0
23333,Rajdhani Special Chole Bhature,0,0,3.700448817952718,0,29,1,1,4,12,4.0
23334,Dosa Bazaar,1,0,4.0,113,29,1,2,4,12,4.0
23335,Meat And Eat,1,0,3.7,81,29,1,2,4,12,1.0
23336,The little Kitchen,1,0,3.4,5,29,1,2,4,12,0.0
23337,Mahek Pizza,1,0,3.9,38,29,1,1,4,12,3.0
23338,More Pizza,1,0,3.8,46,29,1,1,4,12,3.0
23339,Bramhin Tiffins,0,0,3.6,12,29,1,1,4,12,3.0
23340,Vasantha Grand,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23341,Roll N Rock,1,0,3.7,33,29,1,4,4,12,4.0
23342,New Udupi Grand,1,0,3.5,47,29,1,3,4,12,1.0
23343,Nammura Upahara,0,0,3.8,40,29,1,1,4,12,3.0
23344,Bhukkhad Baba,1,0,3.7,132,29,1,2,4,12,3.0
23345,Pushpa Darshini,0,0,3.6,20,29,1,1,4,12,3.0
23346,Goli Vada Pav No. 1,1,0,3.2,44,29,1,1,4,12,3.0
23347,Punjabi Food Corner,1,0,3.0,354,29,1,3,4,12,3.0
23348,Paratha Plaza,1,0,3.8,171,29,1,1,4,12,3.0
23349,Annapurna Benne Dose,1,0,3.700448817952718,0,29,1,1,4,12,3.0
23350,Mirch Masala,1,0,3.4,6,29,1,1,4,12,3.0
23351,Ningi Family Restaurant,0,0,3.5,10,29,1,3,4,12,3.0
23352,Amrit,0,0,3.4,24,29,1,2,4,12,0.0
23353,Sandwichwallas,1,0,3.6,33,29,1,1,4,12,3.0
23354,Prasiddhi Food Corner,1,0,3.7,171,29,1,3,4,12,4.0
23355,Fish And Dish,1,0,3.7,23,29,1,2,4,12,3.0
23356,Grills & Rolls,1,0,2.5,321,29,1,5,4,12,3.0
23357,Subway,1,0,4.0,273,29,1,2,4,12,3.0
23358,Juice Fresco & Pizza,1,0,3.4,12,29,2,2,4,12,3.0
23359,Atithi Biryani Corner,1,0,3.3,4,29,1,2,4,12,4.0
23360,Tasty Bites,1,0,3.700448817952718,0,29,1,1,4,12,0.0
23361,Hot Rolls & House Of Kebabs,1,0,3.1,55,29,1,3,4,12,1.0
23362,Chaitanya Cafe,1,0,3.9,92,29,1,3,4,12,3.0
23363,SLV Restaurant,0,0,4.2,378,29,1,3,4,12,3.0
23364,Keshava Kabab Centre,0,0,3.2,7,29,1,1,4,12,3.0
23365,Udupi Upachar,1,0,3.3,13,29,1,4,4,12,1.0
23366,Sree Krishna Kafe,0,0,3.9,115,29,1,1,4,12,3.0
23367,Costal Kadai,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23368,Pizza Stop,1,0,3.9,386,29,1,2,4,12,1.0
23369,Donne Biriyani House,1,0,3.3,212,29,1,2,4,12,3.0
23370,Vinaya Cafe,1,0,3.7,55,29,1,3,4,12,3.0
23371,Dal Roti,1,0,3.7,117,29,1,1,4,12,3.0
23372,Bengalooru Tiffany's,1,0,3.1,39,29,1,4,4,12,3.0
23373,Gowdru Mane Oota,1,0,3.7,82,29,1,2,4,12,4.0
23374,Rolls On Wheels,0,0,3.1,138,29,1,3,4,12,3.0
23375,Calvin's,0,0,2.9,231,29,1,3,4,12,3.0
23376,Melting Pot at Woodrose,1,0,3.7,19,29,1,1,4,12,3.0
23377,Kesar Restaurant,1,0,3.6,48,29,1,3,4,12,3.0
23378,Waikiki,0,0,3.2,5,29,1,2,4,12,3.0
23379,Mini Forest,0,0,3.3,6,29,1,2,4,12,0.0
23380,Pappu Chaiwalla,0,0,3.6,140,29,1,3,4,12,3.0
23381,Gopal Kabab Centre,0,0,3.3,4,29,1,1,4,12,3.0
23382,Cafe Bollywood,0,0,3.4,25,29,1,1,4,12,3.0
23383,Donne Biriyani Mane,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23384,Sri Brahmi Kuteera,0,0,3.700448817952718,0,29,1,1,4,12,3.0
23386,The Cake Ville,1,0,3.2,18,29,2,3,4,12,3.0
23387,Wow Momo,1,0,3.3,12,29,1,2,4,12,3.0
23388,Hotel Coorg Style,0,0,3.1,9,29,1,1,4,12,4.0
23389,Nandi Bidadi Thatte Idli,0,0,2.9,33,29,1,1,4,12,3.0
23390,Gowdru Military Hotel,0,0,3.2,5,29,1,2,4,12,0.0
23391,Appam Centre,0,0,3.2,4,29,1,1,4,12,3.0
23392,Coffee Cafe,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23393,Suji's Kitchen,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23394,Sang Grail,0,0,3.6,34,29,1,1,4,12,4.0
23395,Krishna Food & Chats,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23396,Apoorva Halli Mane,0,0,3.700448817952718,0,29,1,1,4,12,4.0
23397,Khanapur Express,0,0,3.700448817952718,0,29,1,2,4,12,4.0
23398,Richbite Indian Spice,0,0,3.700448817952718,0,29,1,1,4,12,3.0
23400,SAATHVIK Cafe Chats,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23401,Rotti Mane,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23402,Akshaya Donne Biriyani,1,0,3.0,39,29,1,3,4,12,3.0
23403,Ande Ka Funda,1,0,3.1,22,29,1,3,4,12,3.0
23404,Earth Plate Express,1,0,3.9,33,29,1,2,4,12,4.0
23405,Dairy Day Corner,0,0,3.700448817952718,0,29,2,3,4,12,3.0
23406,Narayany Pure Veg,1,0,3.700448817952718,0,29,1,2,4,12,0.0
23407,Once In Nature,1,0,3.7,37,29,1,1,4,12,3.0
23408,SLV Upahara,0,0,3.5,4,29,1,2,4,12,4.0
23409,Sandwich Manne,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23410,Impala Biryani,0,0,3.2,4,29,1,2,4,12,3.0
23411,SB FOODS,0,0,3.3,4,29,1,1,4,12,3.0
23412,Mr. Anbu's Ambur Biriyani,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23413,Biriyani Expess,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23414,Chilli N Chicken,0,0,3.2,4,29,1,1,4,12,0.0
23415,Biryani Times,0,0,3.5,16,29,1,1,4,12,3.0
23416,Malleseari's Multi Cuisine Restaurant,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23417,Shavaji Hotel,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23418,Hotel Namadhari,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23419,Nammuru Nati Hotel,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23420,Tasty Restaurant,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23421,Tandoori Spot,0,0,3.5,13,29,1,2,4,12,3.0
23422,Udupi Cafe,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23423,Padosi Apke Apne,0,0,3.700448817952718,0,29,1,3,4,12,0.0
23424,Grill On Wheels,0,0,3.700448817952718,0,29,1,5,4,12,0.0
23425,Thindi Mane,0,0,3.4,6,29,1,1,4,12,3.0
23426,Foodmagic,0,0,3.700448817952718,0,29,1,2,4,12,0.0
23427,Sri Nanjundeshwara Canteen,0,0,3.700448817952718,0,29,1,1,4,12,0.0
23428,Chicken Dera,0,0,3.0,25,29,1,3,4,12,3.0
